Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,City,Category,Sub_Category,Product_Name,Quantity,Base_Price,Discount,Sales,Profit,Profit_Margin_Pct,Ship_Mode,Payment_Mode,Rating
ORD-20241491,2024-06-18,2024-06-21,CUST-1109,Emily Reddy,Consumer,Central,Nashville,Technology,Smart Watches,Garmin Venu 3,3,449,0.05,1279.65,202.24,15.8,Standard Class,UPI / Instant Transfer,2
ORD-20241774,2024-06-19,2024-06-24,CUST-1237,Michael Williams,Consumer,East,Philadelphia,Office Supplies,Stationery,Parker Fountain Pen Set,4,65,0.1,234.0,53.34,22.79,Second Class,UPI / Instant Transfer,5
ORD-20240604,2024-06-19,2024-06-23,CUST-1190,Rohan Gupta,Consumer,West,Denver,Furniture,Chairs,Gaming Bucket Chair,2,199,0.0,398.0,78.61,19.75,First Class,UPI / Instant Transfer,4
ORD-20240472,2024-06-20,2024-06-22,CUST-1188,Jessica Wilson,Corporate,East,Philadelphia,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,1,29,0.05,27.55,8.84,32.09,Standard Class,Credit Card,2
ORD-20241252,2024-06-21,2024-06-25,CUST-1054,Alex Williams,Home Office,South,Miami,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.0,119.0,30.75,25.84,Second Class,Credit Card,4
ORD-20240945,2024-06-22,2024-06-24,CUST-1235,Kavita Davis,Consumer,East,Richmond,Technology,Laptops,Lenovo ThinkPad X1,1,1299,0.0,1299.0,291.21,22.42,Second Class,Credit Card,4
ORD-20241747,2024-06-23,2024-06-26,CUST-1100,Pooja Sharma,Consumer,East,Richmond,Office Supplies,Binders & Organizers,Cable Management Tray Kit,3,25,0.2,60.0,8.7,14.5,First Class,Debit Card,4
ORD-20241260,2024-06-24,2024-06-28,CUST-1132,David Sharma,Consumer,North,Minneapolis,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.0,39.0,16.33,41.87,Standard Class,UPI / Instant Transfer,5
ORD-20240502,2024-06-24,2024-06-28,CUST-1057,Emily Patel,Consumer,East,Richmond,Technology,Laptops,Dell XPS 13,1,1099,0.15,934.15,139.15,14.9,Standard Class,Credit Card,1
ORD-20240601,2024-06-24,2024-06-27,CUST-1118,Pooja Chopra,Consumer,West,Phoenix,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,2,21,0.25,31.5,5.37,17.05,Second Class,UPI / Instant Transfer,4
ORD-20241529,2024-06-25,2024-06-27,CUST-1066,Sophia Mehta,Corporate,East,Baltimore,Furniture,Lighting,Architect LED Desk Lamp,3,79,0.05,225.15,43.82,19.46,Standard Class,Credit Card,5
ORD-20240744,2024-06-25,2024-06-28,CUST-1097,Michael Sharma,Corporate,North,Detroit,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,2,21,0.0,42.0,17.92,42.67,First Class,Credit Card,5
ORD-20241426,2024-06-26,2024-06-29,CUST-1227,Alex Chopra,Home Office,South,Houston,Furniture,Chairs,Executive Leather Recliner,3,399,0.05,1137.15,230.88,20.3,Standard Class,Credit Card,5
ORD-20240610,2024-06-26,2024-06-28,CUST-1156,Rahul Smith,Consumer,West,Los Angeles,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.05,113.05,8.35,7.39,Standard Class,Net Banking,5
ORD-20241674,2024-06-26,2024-06-28,CUST-1095,Priya Reddy,Corporate,South,Atlanta,Technology,Laptops,Dell XPS 13,3,1099,0.0,3297.0,912.79,27.69,Second Class,Credit Card,5
ORD-20240059,2024-06-27,2024-06-29,CUST-1222,Priya Anderson,Corporate,North,Chicago,Technology,Accessories,Logitech MX Master 3S Mouse,2,99,0.0,198.0,65.54,33.1,Standard Class,Cash on Delivery,5
ORD-20240241,2024-06-27,2024-06-30,CUST-1144,Ananya Verma,Consumer,Central,St. Louis,Technology,Laptops,HP Spectre x360,1,999,0.1,899.1,230.67,25.66,Standard Class,Credit Card,4
ORD-20240326,2024-06-28,2024-07-01,CUST-1021,Sarah Anderson,Corporate,East,Washington D.C.,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,4,22,0.2,70.4,7.05,10.01,Standard Class,Credit Card,4
ORD-20240098,2024-06-28,2024-07-02,CUST-1176,Sophia Gupta,Consumer,West,Denver,Office Supplies,Stationery,Parker Fountain Pen Set,1,65,0.15,55.25,13.55,24.52,Standard Class,Debit Card,5
ORD-20240237,2024-06-29,2024-07-01,CUST-1082,Neha Reddy,Corporate,East,Richmond,Technology,Accessories,Logitech MX Master 3S Mouse,2,99,0.3,138.6,-16.28,-11.75,Standard Class,Credit Card,5
ORD-20240078,2024-06-30,2024-07-05,CUST-1161,Aarav Jones,Consumer,West,Denver,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,4,21,0.1,75.6,26.86,35.53,First Class,Credit Card,5
ORD-20240263,2024-06-30,2024-07-05,CUST-1122,Arjun Jones,Home Office,Central,Nashville,Furniture,Storage,3-Drawer Mobile Filing Cabinet,3,149,0.0,447.0,67.25,15.04,Standard Class,Debit Card,5
ORD-20241566,2024-06-30,2024-07-02,CUST-1059,Vikram Deshmukh,Consumer,West,Seattle,Furniture,Desks,Minimalist Solid Wood Desk,1,419,0.0,419.0,92.1,21.98,Second Class,Credit Card,5
ORD-20241005,2024-07-01,2024-07-05,CUST-1095,Priya Reddy,Corporate,East,Baltimore,Office Supplies,Paper & Notebooks,Spiral Dot Grid Notebook Pack,2,19,0.0,38.0,15.35,40.39,Standard Class,Credit Card,5
ORD-20241363,2024-07-01,2024-07-05,CUST-1071,Daniel Deshmukh,Corporate,East,Washington D.C.,Furniture,Chairs,Steelcase Series 1 Task Chair,3,499,0.3,1047.9,-78.51,-7.49,Second Class,Credit Card,5
ORD-20240599,2024-07-02,2024-07-06,CUST-1216,Sarah Davis,Consumer,West,Los Angeles,Technology,Smart Watches,Garmin Venu 3,1,449,0.05,426.55,104.06,24.4,Standard Class,UPI / Instant Transfer,4
ORD-20240476,2024-07-03,2024-07-05,CUST-1003,Pooja Gupta,Corporate,North,New York,Technology,Smart Watches,Apple Watch Series 9,8,399,0.0,3192.0,981.56,30.75,Standard Class,Debit Card,5
ORD-20241700,2024-07-03,2024-07-05,CUST-1037,Olivia Deshmukh,Consumer,West,San Francisco,Technology,Phones,Samsung Galaxy S24,1,849,0.0,849.0,289.0,34.04,Standard Class,UPI / Instant Transfer,5
ORD-20240823,2024-07-03,2024-07-06,CUST-1235,Kavita Davis,Consumer,West,Denver,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.0,299.0,77.54,25.93,Standard Class,UPI / Instant Transfer,5
ORD-20241788,2024-07-03,2024-07-06,CUST-1006,Jessica Verma,Consumer,South,Dallas,Furniture,Storage,Modular Wooden Bookshelf,1,189,0.2,151.2,2.9,1.92,Standard Class,Credit Card,5
ORD-20241787,2024-07-04,2024-07-06,CUST-1151,Olivia Verma,Home Office,East,Philadelphia,Technology,Phones,Google Pixel 8,1,699,0.15,594.15,56.15,9.45,Standard Class,Debit Card,5
ORD-20240271,2024-07-04,2024-07-06,CUST-1121,Jessica Deshmukh,Corporate,South,Miami,Office Supplies,Stationery,Sharpie Highlighters Box,6,16,0.0,96.0,28.91,30.11,First Class,Credit Card,5
ORD-20240790,2024-07-04,2024-07-07,CUST-1209,Pooja Chopra,Consumer,South,Dallas,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,2,28,0.0,56.0,23.38,41.75,Same Day,Debit Card,5
ORD-20241442,2024-07-05,2024-07-08,CUST-1246,Jessica Taylor,Home Office,North,Detroit,Technology,Phones,OnePlus 12,2,649,0.0,1298.0,301.03,23.19,First Class,Net Banking,4
ORD-20240507,2024-07-08,2024-07-12,CUST-1095,Priya Reddy,Corporate,West,Los Angeles,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,4,39,0.0,156.0,56.91,36.48,Second Class,Credit Card,5
ORD-20241452,2024-07-08,2024-07-10,CUST-1137,Rahul Iyer,Consumer,West,Los Angeles,Technology,Laptops,MacBook Air M2,1,1199,0.0,1199.0,253.73,21.16,Standard Class,Debit Card,4
ORD-20241257,2024-07-09,2024-07-11,CUST-1080,Priya Johnson,Consumer,South,Austin,Technology,Laptops,MacBook Air M2,2,1199,0.05,2278.1,437.72,19.21,Standard Class,UPI / Instant Transfer,3
ORD-20241558,2024-07-09,2024-07-12,CUST-1192,Sarah Taylor,Home Office,North,Boston,Technology,Smart Watches,Apple Watch Series 9,3,399,0.0,1197.0,411.08,34.34,Standard Class,Net Banking,5
ORD-20240190,2024-07-09,2024-07-12,CUST-1138,Rahul Verma,Corporate,South,Austin,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.05,284.05,87.3,30.73,Second Class,Credit Card,5
ORD-20241653,2024-07-09,2024-07-14,CUST-1113,Sarah Brown,Home Office,North,New York,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,2,29,0.0,58.0,22.38,38.59,Standard Class,Credit Card,5
ORD-20241583,2024-07-10,2024-07-13,CUST-1147,Olivia Patel,Corporate,South,Dallas,Technology,Accessories,Keychron K2 Mechanical Keyboard,4,89,0.1,320.4,87.29,27.24,Standard Class,Debit Card,5
ORD-20240101,2024-07-10,2024-07-13,CUST-1128,Ananya Brown,Home Office,East,Richmond,Furniture,Chairs,Gaming Bucket Chair,1,199,0.1,179.1,10.34,5.77,Standard Class,Debit Card,5
ORD-20240812,2024-07-11,2024-07-14,CUST-1164,Sophia Chopra,Corporate,North,Chicago,Furniture,Chairs,Ergonomic Mesh Office Chair,3,249,0.0,747.0,211.57,28.32,Standard Class,UPI / Instant Transfer,5
ORD-20240975,2024-07-11,2024-07-13,CUST-1025,Rohan Wilson,Consumer,Central,Columbus,Furniture,Chairs,Ergonomic Mesh Office Chair,2,249,0.05,473.1,118.51,25.05,First Class,UPI / Instant Transfer,4
ORD-20241323,2024-07-11,2024-07-15,CUST-1220,Ananya Taylor,Home Office,South,Houston,Furniture,Storage,Modular Wooden Bookshelf,1,189,0.0,189.0,40.93,21.66,Second Class,Credit Card,5
ORD-20241139,2024-07-12,2024-07-16,CUST-1186,Arjun Deshmukh,Corporate,East,Philadelphia,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,5,24,0.0,120.0,49.18,40.98,Standard Class,Credit Card,4
ORD-20240580,2024-07-12,2024-07-15,CUST-1105,Pooja Mehta,Home Office,South,Atlanta,Furniture,Storage,3-Drawer Mobile Filing Cabinet,2,149,0.2,238.4,9.97,4.18,First Class,UPI / Instant Transfer,4
ORD-20241709,2024-07-13,2024-07-15,CUST-1130,Rahul Williams,Consumer,South,Dallas,Technology,Laptops,MacBook Air M2,2,1199,0.15,2038.3,216.63,10.63,Standard Class,Debit Card,5
ORD-20240270,2024-07-13,2024-07-15,CUST-1183,Jessica Mehta,Home Office,South,Austin,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,2,21,0.15,35.7,5.54,15.52,Standard Class,UPI / Instant Transfer,3
ORD-20240905,2024-07-13,2024-07-17,CUST-1147,Olivia Patel,Corporate,West,Phoenix,Furniture,Storage,Steel Storage Credenza,4,279,0.05,1060.2,153.36,14.47,Standard Class,UPI / Instant Transfer,3
ORD-20241438,2024-07-13,2024-07-17,CUST-1033,James Johnson,Consumer,South,Austin,Technology,Phones,Google Pixel 8,2,699,0.0,1398.0,334.48,23.93,Standard Class,Debit Card,3
ORD-20241063,2024-07-14,2024-07-18,CUST-1197,Sarah Chopra,Corporate,West,Seattle,Furniture,Lighting,Architect LED Desk Lamp,2,79,0.1,142.2,21.94,15.43,Standard Class,UPI / Instant Transfer,5
ORD-20240564,2024-07-15,2024-07-16,CUST-1205,Jessica Reddy,Corporate,East,Pittsburgh,Furniture,Lighting,Ambient Floor Standing Lamp,2,119,0.0,238.0,65.56,27.55,First Class,Credit Card,5
ORD-20240022,2024-07-15,2024-07-17,CUST-1124,James Wilson,Consumer,East,Richmond,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,3,29,0.0,87.0,32.87,37.78,Standard Class,Debit Card,5
ORD-20241318,2024-07-16,2024-07-20,CUST-1075,Vikram Johnson,Corporate,East,Washington D.C.,Furniture,Lighting,Ambient Floor Standing Lamp,4,119,0.1,428.4,73.35,17.12,Standard Class,Credit Card,4
ORD-20241718,2024-07-17,2024-07-21,CUST-1206,Arjun Deshmukh,Consumer,Central,St. Louis,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.15,254.15,36.52,14.37,Standard Class,UPI / Instant Transfer,4
ORD-20241148,2024-07-18,2024-07-22,CUST-1187,James Wilson,Corporate,Central,St. Louis,Furniture,Lighting,Ambient Floor Standing Lamp,2,119,0.0,238.0,66.75,28.05,Second Class,Credit Card,4
ORD-20240650,2024-07-19,2024-07-24,CUST-1164,Sophia Chopra,Corporate,West,Los Angeles,Furniture,Lighting,Architect LED Desk Lamp,12,79,0.1,853.2,86.71,10.16,Standard Class,Credit Card,5
ORD-20240836,2024-07-19,2024-07-23,CUST-1244,Aarav Iyer,Consumer,North,Boston,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.0,119.0,30.9,25.97,Standard Class,UPI / Instant Transfer,5
ORD-20240222,2024-07-19,2024-07-22,CUST-1140,Neha Smith,Home Office,South,Dallas,Technology,Smart Watches,Apple Watch Series 9,1,399,0.0,399.0,89.4,22.41,Standard Class,UPI / Instant Transfer,3
ORD-20240655,2024-07-20,2024-07-22,CUST-1080,Priya Johnson,Consumer,North,New York,Technology,Smart Watches,Samsung Galaxy Watch 6,3,299,0.05,852.15,184.83,21.69,Standard Class,Debit Card,5
ORD-20241523,2024-07-20,2024-07-24,CUST-1020,Priya Johnson,Consumer,North,Chicago,Technology,Laptops,HP Spectre x360,1,999,0.05,949.05,185.01,19.49,Standard Class,Cash on Delivery,4
ORD-20240678,2024-07-20,2024-07-23,CUST-1065,Aarav Singh,Consumer,East,Baltimore,Technology,Laptops,Lenovo ThinkPad X1,1,1299,0.0,1299.0,294.42,22.67,Standard Class,Credit Card,4
ORD-20240323,2024-07-21,2024-07-24,CUST-1125,Priya Verma,Consumer,East,Baltimore,Technology,Laptops,MacBook Air M2,1,1199,0.0,1199.0,384.85,32.1,Standard Class,UPI / Instant Transfer,5
ORD-20241540,2024-07-22,2024-07-25,CUST-1005,Rohan Taylor,Consumer,West,Denver,Technology,Phones,Google Pixel 8,3,699,0.0,2097.0,630.33,30.06,Standard Class,Credit Card,4
ORD-20241198,2024-07-23,2024-07-27,CUST-1189,Aarav Singh,Corporate,East,Washington D.C.,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,6,34,0.05,193.8,45.52,23.49,Second Class,Credit Card,5
ORD-20240356,2024-07-23,2024-07-25,CUST-1062,David Anderson,Consumer,East,Washington D.C.,Technology,Laptops,Dell XPS 13,3,1099,0.0,3297.0,768.73,23.32,Second Class,Credit Card,5
ORD-20240390,2024-07-25,2024-07-27,CUST-1050,Arjun Gupta,Consumer,North,New York,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,2,21,0.1,37.8,12.55,33.2,First Class,Credit Card,5
ORD-20240789,2024-07-27,2024-07-30,CUST-1207,Priya Williams,Consumer,West,San Francisco,Furniture,Desks,Minimalist Solid Wood Desk,3,419,0.0,1257.0,172.98,13.76,Standard Class,Credit Card,5
ORD-20241778,2024-07-28,2024-07-30,CUST-1096,Pooja Patel,Consumer,North,Detroit,Furniture,Desks,Motorized Standing Desk 60x30,1,549,0.0,549.0,76.74,13.98,Same Day,Credit Card,4
ORD-20240518,2024-07-29,2024-08-01,CUST-1009,Daniel Anderson,Corporate,East,Baltimore,Technology,Accessories,Anker 100W Fast Charger,2,59,0.0,118.0,25.01,21.19,Standard Class,Credit Card,5
ORD-20240863,2024-07-29,2024-08-01,CUST-1020,Priya Johnson,Consumer,West,Los Angeles,Technology,Phones,Samsung Galaxy S24,2,849,0.0,1698.0,470.1,27.69,Standard Class,Credit Card,5
ORD-20241719,2024-07-30,2024-08-02,CUST-1149,Priya Taylor,Consumer,Central,Nashville,Technology,Smart Watches,Samsung Galaxy Watch 6,3,299,0.05,852.15,233.41,27.39,Standard Class,Net Banking,5
ORD-20241030,2024-07-30,2024-08-02,CUST-1118,Pooja Chopra,Consumer,South,Austin,Furniture,Desks,Motorized Standing Desk 60x30,8,549,0.05,4172.4,1010.12,24.21,Second Class,Credit Card,4
ORD-20241758,2024-07-30,2024-08-02,CUST-1232,Jessica Patel,Consumer,East,Richmond,Furniture,Desks,L-Shaped Corner Workstation,3,329,0.0,987.0,217.95,22.08,Standard Class,UPI / Instant Transfer,5
ORD-20241131,2024-07-30,2024-08-02,CUST-1157,Pooja Mehta,Corporate,North,New York,Furniture,Desks,Minimalist Solid Wood Desk,1,419,0.2,335.2,-7.85,-2.34,First Class,Credit Card,3
ORD-20240844,2024-07-31,2024-08-03,CUST-1126,Sophia Sharma,Consumer,North,Detroit,Technology,Smart Watches,Garmin Venu 3,1,449,0.1,404.1,86.98,21.52,First Class,Credit Card,5
ORD-20241766,2024-08-01,2024-08-04,CUST-1240,Jessica Williams,Consumer,Central,Kansas City,Furniture,Storage,Steel Storage Credenza,1,279,0.0,279.0,45.79,16.41,First Class,Credit Card,5
ORD-20240381,2024-08-01,2024-08-04,CUST-1175,Priya Singh,Corporate,East,Baltimore,Technology,Phones,Apple iPhone 15 Pro,6,999,0.0,5994.0,2051.07,34.22,Standard Class,Credit Card,4
ORD-20241771,2024-08-01,2024-08-04,CUST-1195,Neha Iyer,Consumer,Central,Kansas City,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,2,28,0.05,53.2,14.03,26.37,Same Day,Credit Card,2
ORD-20240817,2024-08-01,2024-08-06,CUST-1156,Rahul Smith,Consumer,North,Chicago,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,3,28,0.0,84.0,23.18,27.6,First Class,UPI / Instant Transfer,5
ORD-20241070,2024-08-02,2024-08-04,CUST-1126,Sophia Sharma,Consumer,Central,St. Louis,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,1,34,0.3,23.8,-0.34,-1.43,Second Class,Debit Card,5
ORD-20241621,2024-08-02,2024-08-05,CUST-1249,James Chopra,Home Office,East,Washington D.C.,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.1,107.1,4.73,4.42,Standard Class,Credit Card,5
ORD-20240897,2024-08-03,2024-08-05,CUST-1181,Emily Mehta,Consumer,Central,Columbus,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,2,24,0.0,48.0,14.7,30.62,Standard Class,UPI / Instant Transfer,5
ORD-20240254,2024-08-04,2024-08-08,CUST-1033,James Johnson,Consumer,North,Detroit,Technology,Smart Watches,Apple Watch Series 9,10,399,0.1,3591.0,498.29,13.88,Second Class,UPI / Instant Transfer,5
ORD-20241724,2024-08-05,2024-08-06,CUST-1089,Daniel Anderson,Home Office,West,Denver,Technology,Accessories,Logitech MX Master 3S Mouse,1,99,0.25,74.25,4.59,6.18,Standard Class,Cash on Delivery,5
ORD-20240700,2024-08-05,2024-08-08,CUST-1017,Vikram Chopra,Consumer,East,Richmond,Furniture,Chairs,Ergonomic Mesh Office Chair,4,249,0.05,946.2,111.39,11.77,First Class,Debit Card,5
ORD-20240853,2024-08-06,2024-08-09,CUST-1204,Ananya Smith,Home Office,East,Washington D.C.,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.0,39.0,15.85,40.64,Second Class,Cash on Delivery,5
ORD-20240983,2024-08-06,2024-08-09,CUST-1225,Olivia Davis,Consumer,South,Houston,Furniture,Desks,Minimalist Solid Wood Desk,10,419,0.0,4190.0,984.74,23.5,Same Day,Debit Card,5
ORD-20241792,2024-08-07,2024-08-10,CUST-1016,Michael Mehta,Consumer,North,Minneapolis,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,2,34,0.0,68.0,20.41,30.01,First Class,Debit Card,5
ORD-20241779,2024-08-07,2024-08-09,CUST-1026,Kavita Anderson,Corporate,North,Minneapolis,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,1,24,0.05,22.8,6.3,27.63,Same Day,Credit Card,5
ORD-20240364,2024-08-08,2024-08-12,CUST-1122,Arjun Jones,Home Office,North,Detroit,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,1,34,0.05,32.3,7.26,22.48,Standard Class,UPI / Instant Transfer,5
ORD-20240524,2024-08-08,2024-08-11,CUST-1114,Jessica Jones,Corporate,West,Denver,Furniture,Desks,Minimalist Solid Wood Desk,8,419,0.2,2681.6,250.99,9.36,Standard Class,Credit Card,5
ORD-20241675,2024-08-09,2024-08-11,CUST-1235,Kavita Davis,Consumer,South,Atlanta,Technology,Accessories,Anker 100W Fast Charger,1,59,0.25,44.25,0.75,1.69,Standard Class,Credit Card,4
ORD-20241364,2024-08-09,2024-08-11,CUST-1196,Sarah Verma,Consumer,East,Washington D.C.,Office Supplies,Binders & Organizers,Cable Management Tray Kit,1,25,0.1,22.5,6.78,30.13,Standard Class,Debit Card,5
ORD-20241635,2024-08-09,2024-08-14,CUST-1040,David Mehta,Consumer,South,Dallas,Office Supplies,Paper & Notebooks,Spiral Dot Grid Notebook Pack,1,19,0.1,17.1,5.69,33.27,Standard Class,Credit Card,5
ORD-20240979,2024-08-09,2024-08-10,CUST-1206,Arjun Deshmukh,Consumer,Central,Indianapolis,Technology,Laptops,HP Spectre x360,4,999,0.0,3996.0,861.57,21.56,First Class,Credit Card,5
ORD-20240430,2024-08-10,2024-08-13,CUST-1122,Arjun Jones,Home Office,West,Denver,Furniture,Chairs,Ergonomic Mesh Office Chair,1,249,0.05,236.55,34.47,14.57,Second Class,UPI / Instant Transfer,5
ORD-20240194,2024-08-11,2024-08-16,CUST-1027,Sarah Taylor,Consumer,South,Miami,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.15,254.15,40.11,15.78,Standard Class,UPI / Instant Transfer,1
ORD-20241193,2024-08-12,2024-08-16,CUST-1244,Aarav Iyer,Consumer,South,Dallas,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,1,34,0.1,30.6,9.21,30.1,Standard Class,Debit Card,5
ORD-20240049,2024-08-12,2024-08-15,CUST-1159,Kavita Jones,Consumer,East,Washington D.C.,Office Supplies,Paper & Notebooks,Spiral Dot Grid Notebook Pack,2,19,0.0,38.0,13.75,36.18,Second Class,UPI / Instant Transfer,5
ORD-20240957,2024-08-12,2024-08-14,CUST-1210,James Johnson,Consumer,North,Boston,Furniture,Lighting,Architect LED Desk Lamp,2,79,0.0,158.0,41.54,26.29,Second Class,Credit Card,4
ORD-20241255,2024-08-12,2024-08-16,CUST-1166,Vikram Johnson,Corporate,Central,Nashville,Office Supplies,Stationery,Parker Fountain Pen Set,8,65,0.15,442.0,146.64,33.18,First Class,Debit Card,3
ORD-20241327,2024-08-12,2024-08-17,CUST-1142,Alex Miller,Consumer,Central,Indianapolis,Technology,Accessories,Keychron K2 Mechanical Keyboard,2,89,0.1,160.2,37.24,23.25,Second Class,Credit Card,4
ORD-20241610,2024-08-13,2024-08-15,CUST-1087,Emily Wilson,Corporate,South,Dallas,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,8,34,0.0,272.0,119.27,43.85,Second Class,Debit Card,5
ORD-20240500,2024-08-13,2024-08-14,CUST-1150,Pooja Taylor,Consumer,West,Los Angeles,Furniture,Desks,Motorized Standing Desk 60x30,5,549,0.05,2607.75,494.87,18.98,Standard Class,Net Banking,5
ORD-20240322,2024-08-14,2024-08-17,CUST-1065,Aarav Singh,Consumer,South,Atlanta,Technology,Phones,OnePlus 12,2,649,0.0,1298.0,323.52,24.92,First Class,Debit Card,5
ORD-20240054,2024-08-14,2024-08-17,CUST-1163,Priya Patel,Corporate,West,Seattle,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,7,28,0.3,137.2,24.85,18.11,Second Class,Credit Card,5
ORD-20241019,2024-08-14,2024-08-16,CUST-1182,Neha Patel,Consumer,East,Washington D.C.,Technology,Accessories,Anker 100W Fast Charger,2,59,0.1,106.2,23.68,22.3,Standard Class,Cash on Delivery,5
ORD-20241772,2024-08-15,2024-08-18,CUST-1055,Sarah Reddy,Corporate,West,Seattle,Furniture,Lighting,Architect LED Desk Lamp,3,79,0.1,213.3,21.59,10.12,Standard Class,UPI / Instant Transfer,4
ORD-20240147,2024-08-16,2024-08-20,CUST-1194,Jessica Gupta,Corporate,North,Boston,Furniture,Lighting,Ambient Floor Standing Lamp,3,119,0.0,357.0,89.39,25.04,Second Class,Credit Card,2
ORD-20240966,2024-08-17,2024-08-20,CUST-1007,Aarav Patel,Consumer,West,San Francisco,Furniture,Storage,Modular Wooden Bookshelf,2,189,0.1,340.2,52.98,15.57,Standard Class,Credit Card,4
ORD-20240785,2024-08-17,2024-08-18,CUST-1061,Rohan Williams,Consumer,East,Philadelphia,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,5,22,0.0,110.0,32.11,29.19,Second Class,UPI / Instant Transfer,4
ORD-20241695,2024-08-17,2024-08-20,CUST-1041,Sophia Reddy,Consumer,North,New York,Technology,Laptops,MacBook Air M2,5,1199,0.0,5995.0,2029.66,33.86,Standard Class,Credit Card,4
ORD-20241611,2024-08-18,2024-08-20,CUST-1244,Aarav Iyer,Consumer,South,Atlanta,Office Supplies,Stationery,Parker Fountain Pen Set,1,65,0.15,55.25,8.47,15.33,Standard Class,Credit Card,5
ORD-20240112,2024-08-18,2024-08-20,CUST-1241,Ananya Anderson,Home Office,Central,St. Louis,Technology,Accessories,Logitech MX Master 3S Mouse,2,99,0.05,188.1,55.68,29.6,Same Day,Credit Card,5
ORD-20240993,2024-08-19,2024-08-23,CUST-1070,Aarav Mehta,Home Office,South,Dallas,Furniture,Storage,Steel Storage Credenza,1,279,0.0,279.0,65.86,23.61,First Class,UPI / Instant Transfer,5
ORD-20241092,2024-08-19,2024-08-24,CUST-1071,Daniel Deshmukh,Corporate,South,Houston,Technology,Laptops,Dell XPS 13,8,1099,0.0,8792.0,2922.52,33.24,First Class,Cash on Delivery,5
ORD-20240464,2024-08-19,2024-08-21,CUST-1155,Michael Mehta,Home Office,North,Minneapolis,Furniture,Desks,Minimalist Solid Wood Desk,2,419,0.05,796.1,127.12,15.97,Standard Class,Debit Card,5
ORD-20240536,2024-08-20,2024-08-22,CUST-1054,Alex Williams,Home Office,South,Atlanta,Furniture,Chairs,Ergonomic Mesh Office Chair,1,249,0.05,236.55,42.92,18.14,Standard Class,Credit Card,5
ORD-20240912,2024-08-21,2024-08-22,CUST-1015,Ananya Brown,Consumer,North,Chicago,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,2,28,0.0,56.0,16.62,29.68,Standard Class,Credit Card,4
ORD-20241746,2024-08-21,2024-08-24,CUST-1137,Rahul Iyer,Consumer,South,Miami,Technology,Phones,Apple iPhone 15 Pro,2,999,0.05,1898.1,442.94,23.34,Standard Class,Net Banking,3
ORD-20241042,2024-08-21,2024-08-24,CUST-1094,Daniel Jones,Corporate,North,Detroit,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,2,39,0.25,58.5,2.39,4.09,Standard Class,UPI / Instant Transfer,5
ORD-20241527,2024-08-23,2024-08-25,CUST-1140,Neha Smith,Home Office,Central,Indianapolis,Furniture,Desks,L-Shaped Corner Workstation,3,329,0.2,789.6,96.6,12.23,Same Day,UPI / Instant Transfer,3
ORD-20240338,2024-08-23,2024-08-26,CUST-1034,Ananya Johnson,Home Office,North,New York,Technology,Smart Watches,Apple Watch Series 9,2,399,0.0,798.0,171.38,21.48,Second Class,Credit Card,5
